smiles,logP,mol,num_of_C_atoms,num_of_O_atoms,num_of_N_atoms,num_of_S_atoms,num_of_Cl_atoms,num_of_P_atoms,num_of_F_atoms,num_of_I_atoms,num_of_Br_atoms,num_of_atoms,tpsa,mol_w,num_valence_electrons,num_heteroatoms,num_H_donors,num_H_acceptors
CC(C(F)F)Cl,2.1,<rdkit.Chem.rdchem.Mol object at 0x1409c2680>,3,0,0,0,1,0,2,0,0,11,0.0,114.00478428,38,3,0,0
[2H][12C]([2H])([2H])I,1.5,<rdkit.Chem.rdchem.Mol object at 0x1409c26e0>,1,0,0,0,0,0,0,1,0,5,0.0,144.946778334,14,1,0,0
C(COCCN)N,-1.8,<rdkit.Chem.rdchem.Mol object at 0x1409c2740>,4,1,2,0,0,0,0,0,0,19,61.269999999999996,104.094963004,44,3,2,3
C(N)[I-]F,0.6,<rdkit.Chem.rdchem.Mol object at 0x1409c27a0>,1,0,1,0,0,0,1,1,0,8,26.02,175.93779892791,28,3,1,1
C(COCCO)O,-1.3,<rdkit.Chem.rdchem.Mol object at 0x1409c2800>,4,3,0,0,0,0,0,0,0,17,49.69,106.06299418,44,3,2,3
CC[C@@H](CCCl)Cl,2.7,<rdkit.Chem.rdchem.Mol object at 0x1409c2860>,5,0,0,0,2,0,0,0,0,17,0.0,140.01595568,44,2,0,0
C(C(F)(F)F)N,0.2,<rdkit.Chem.rdchem.Mol object at 0x1409c28c0>,2,0,1,0,0,0,3,0,0,10,26.02,99.029583788,38,4,1,1
CCNNNNI,-0.2,<rdkit.Chem.rdchem.Mol object at 0x1409c2920>,2,0,4,0,0,0,0,1,0,16,48.12,215.98719428799998,44,5,4,4
CCSOOOS,1.5,<rdkit.Chem.rdchem.Mol object at 0x1409c2980>,2,3,0,2,0,0,0,0,0,13,27.69,141.975836052,44,5,1,5
CC[C@@H](C)CCS,2.7,<rdkit.Chem.rdchem.Mol object at 0x1409c29e0>,6,0,0,1,0,0,0,0,0,21,0.0,118.08162144799999,44,1,1,1
C(N)(O)(F)F,-0.5,<rdkit.Chem.rdchem.Mol object at 0x1409c2a40>,1,1,1,0,0,0,2,0,0,8,46.25,83.018270156,32,4,2,2
[CH2]C(F)(F)F,1.7,<rdkit.Chem.rdchem.Mol object at 0x1409c2aa0>,2,0,0,0,0,0,3,0,0,7,0.0,83.010859724,31,3,0,0
C[CH]CCC(C)C,3.7,<rdkit.Chem.rdchem.Mol object at 0x1409c2b00>,7,0,0,0,0,0,0,0,0,22,0.0,99.11737547999999,43,0,0,0
C1CCPPCC1,0.7,<rdkit.Chem.rdchem.Mol object at 0x1409c2b60>,5,0,0,0,0,2,0,0,0,19,0.0,134.041423644,42,2,0,0
C1CC[N-]CC1,0.8,<rdkit.Chem.rdchem.Mol object at 0x1409c2bc0>,5,0,1,0,0,0,0,0,0,16,14.100000000000001,84.08187289991,36,1,0,0
C1CCSOC1,1.0,<rdkit.Chem.rdchem.Mol object at 0x1409c2c20>,4,1,0,1,0,0,0,0,0,14,9.23,104.029585876,36,2,0,2
[2H]OCCSSCCO[2H],-0.5,<rdkit.Chem.rdchem.Mol object at 0x1409c2c80>,4,2,0,2,0,0,0,0,0,18,40.46,156.024775052,50,4,2,4
CCCCCSBr,3.2,<rdkit.Chem.rdchem.Mol object at 0x1409c2ce0>,5,0,0,1,0,0,0,0,1,18,0.0,181.976483452,44,2,0,1
CCCN(C)C[18F],1.6,<rdkit.Chem.rdchem.Mol object at 0x1409c2d40>,5,0,1,0,0,0,1,0,0,19,3.24,104.097912384,44,2,0,1
CC(O)P=O,-1.0,<rdkit.Chem.rdchem.Mol object at 0x1409c2da0>,2,2,0,0,0,1,0,0,0,10,37.3,92.00271603,30,3,1,2
CCSC[C]=O,0.8,<rdkit.Chem.rdchem.Mol object at 0x1409c2e60>,4,1,0,1,0,0,0,0,0,13,17.07,103.021760844,35,2,0,2
C([C@H](F)Br)Br,2.3,<rdkit.Chem.rdchem.Mol object at 0x1409c2ec0>,2,0,0,0,0,0,1,0,2,8,0.0,203.858552516,32,3,0,0
CC(C)N(C)[CH2-],1.1,<rdkit.Chem.rdchem.Mol object at 0x1409c2f20>,5,0,1,0,0,0,0,0,0,18,3.24,86.09752296391,38,1,0,1
C/C=C\CCCl,2.2,<rdkit.Chem.rdchem.Mol object at 0x1409c2f80>,5,0,0,0,1,0,0,0,0,15,0.0,104.039277968,36,1,0,0
CC(S)I,1.7,<rdkit.Chem.rdchem.Mol object at 0x1409c2fe0>,2,0,0,1,0,0,0,1,0,9,0.0,187.91566916,26,2,1,1
C(CS)OOCN,-0.4,<rdkit.Chem.rdchem.Mol object at 0x1409c3040>,3,2,1,1,0,0,0,0,0,16,44.480000000000004,123.035399528,44,4,2,4
CSSCSS,1.7,<rdkit.Chem.rdchem.Mol object at 0x1409c30a0>,2,0,0,4,0,0,0,0,0,12,0.0,157.935234192,38,4,1,4
CCPSN,0.0,<rdkit.Chem.rdchem.Mol object at 0x1409c3100>,2,0,1,1,0,1,0,0,0,13,26.02,109.01150688599999,32,3,1,2
C=CCCSN,0.8,<rdkit.Chem.rdchem.Mol object at 0x1409c3160>,4,0,1,1,0,0,0,0,0,15,26.02,103.045570288,36,2,1,2
C(CCOS)CO,0.6,<rdkit.Chem.rdchem.Mol object at 0x1409c31c0>,4,2,0,1,0,0,0,0,0,17,29.46,122.04015056,44,3,2,3
CCCCOCCCC,3.2,<rdkit.Chem.rdchem.Mol object at 0x1409c3220>,8,1,0,0,0,0,0,0,0,27,9.23,130.135765196,56,1,0,1
CC(C)N(C)P,0.9,<rdkit.Chem.rdchem.Mol object at 0x1409c3280>,4,0,1,0,0,1,0,0,0,18,3.24,105.07073601399999,38,2,0,1
C1CCNNCC1,0.4,<rdkit.Chem.rdchem.Mol object at 0x1409c32e0>,5,0,2,0,0,0,0,0,0,19,24.06,100.10004838399999,42,2,2,2
CS(=S)S,2.8,<rdkit.Chem.rdchem.Mol object at 0x1409c3340>,1,0,0,3,0,0,0,0,0,8,0.0,111.947513128,26,3,1,2
C(=N\I)\I,1.7,<rdkit.Chem.rdchem.Mol object at 0x1409c33a0>,1,0,1,0,0,0,0,2,0,5,12.36,280.819845032,24,3,0,1
C(CO)NCF,-0.4,<rdkit.Chem.rdchem.Mol object at 0x1409c3400>,3,1,1,0,0,0,1,0,0,14,32.26,93.058992096,38,3,2,2
[3H]CCOCCS,0.7,<rdkit.Chem.rdchem.Mol object at 0x1409c3460>,4,1,0,1,0,0,0,0,0,16,9.23,108.053460186,38,2,1,2
C(SO)[I-]P,0.6,<rdkit.Chem.rdchem.Mol object at 0x1409c34c0>,1,1,0,1,0,1,0,1,0,10,20.23,222.88489398991,34,4,1,2
CC(C)OOOI,1.8,<rdkit.Chem.rdchem.Mol object at 0x1409c3520>,3,3,0,0,0,0,0,1,0,14,27.69,217.943992084,44,4,0,3
CCSSCF,1.7,<rdkit.Chem.rdchem.Mol object at 0x1409c3580>,3,0,0,2,0,0,1,0,0,13,0.0,125.997320444,38,3,0,2
CC(C)C(C)N,1.0,<rdkit.Chem.rdchem.Mol object at 0x1409c35e0>,5,0,1,0,0,0,0,0,0,19,26.02,87.10479941599999,38,1,1,1
C(CBr)NCCI,1.7,<rdkit.Chem.rdchem.Mol object at 0x1409c3640>,4,0,1,0,0,0,0,1,1,16,12.03,276.89630938800025,44,3,1,1
CCCNSCCC,2.0,<rdkit.Chem.rdchem.Mol object at 0x1409c36a0>,6,0,1,1,0,0,0,0,0,23,12.03,133.09252048,50,2,1,2
[2H]C1=CC=C(C=C1)[2H],2.1,<rdkit.Chem.rdchem.Mol object at 0x1409c3700>,6,0,0,0,0,0,0,0,0,12,0.0,80.05950368399999,30,0,0,0
CC=CCCS,1.9,<rdkit.Chem.rdchem.Mol object at 0x1409c3760>,5,0,0,1,0,0,0,0,0,16,0.0,102.05032132,36,1,1,1
C1C[CH]COC1,0.9,<rdkit.Chem.rdchem.Mol object at 0x1409c37c0>,5,1,0,0,0,0,0,0,0,15,9.23,85.065339908,35,1,0,1
[2H]C([2H])(CC(C)C)O,1.2,<rdkit.Chem.rdchem.Mol object at 0x1409c3820>,5,1,0,0,0,0,0,0,0,18,20.23,90.10136849599999,38,1,1,1
COCCCOCl,1.1,<rdkit.Chem.rdchem.Mol object at 0x1409c3880>,4,2,0,0,1,0,0,0,0,16,18.46,124.029107208,44,3,0,2
CCC(N)SS,1.1,<rdkit.Chem.rdchem.Mol object at 0x1409c38e0>,3,0,1,2,0,0,0,0,0,15,26.02,123.017641288,38,3,2,3
[13CH3]S(=O)[O-],-1.1,<rdkit.Chem.rdchem.Mol object at 0x1409c3940>,1,2,0,1,0,0,0,0,0,7,40.129999999999995,79.98927875591001,26,3,0,2
C[C@@H](COC)O,-0.2,<rdkit.Chem.rdchem.Mol object at 0x1409c39a0>,4,2,0,0,0,0,0,0,0,16,29.46,90.06807956,38,2,1,2
C[C-](C)CCCC[CH2-],4.3,<rdkit.Chem.rdchem.Mol object at 0x1409c3a00>,8,0,0,0,0,0,0,0,0,24,0.0,112.12629767182,50,0,0,0
[2H]C(CCCC)CCCCC,5.0,<rdkit.Chem.rdchem.Mol object at 0x1409c3a60>,10,0,0,0,0,0,0,0,0,32,0.0,143.17842745,62,0,0,0
C=CCCC[CH],3.4,<rdkit.Chem.rdchem.Mol object at 0x1409c3ac0>,6,0,0,0,0,0,0,0,0,16,0.0,82.07825032,34,0,0,0
[CH2]CC(S)S,1.9,<rdkit.Chem.rdchem.Mol object at 0x1409c3b20>,3,0,0,2,0,0,0,0,0,12,0.0,106.998917224,31,2,2,2
C([C@H]([13CH2]O)O)O,-1.8,<rdkit.Chem.rdchem.Mol object at 0x1409c3b80>,3,3,0,0,0,0,0,0,0,14,60.69,93.050698956,38,3,3,3
CCNP([O-])[O-],-1.1,<rdkit.Chem.rdchem.Mol object at 0x1409c3be0>,2,2,1,0,0,1,0,0,0,12,58.14999999999999,107.01471222182,38,4,1,3
CNC1SS1,0.5,<rdkit.Chem.rdchem.Mol object at 0x1409c3c40>,2,0,1,2,0,0,0,0,0,10,12.03,106.98634116,30,3,1,3
C(OPO)POO,-1.2,<rdkit.Chem.rdchem.Mol object at 0x1409c3ca0>,1,4,0,0,0,2,0,0,0,13,58.92,143.974131932,44,6,2,4
CSOON=O,0.5,<rdkit.Chem.rdchem.Mol object at 0x1409c3d00>,1,3,1,1,0,0,0,0,0,9,47.89,108.983363956,36,5,0,5
C(CCS)CS,1.5,<rdkit.Chem.rdchem.Mol object at 0x1409c3d60>,4,0,0,2,0,0,0,0,0,16,0.0,122.02239232,38,2,2,2
CI1C[I-]1,2.9,<rdkit.Chem.rdchem.Mol object at 0x1409c3dc0>,2,0,0,0,0,0,0,2,0,9,0.0,282.84861973991013,28,2,0,0
C(OOCCl)Cl,1.5,<rdkit.Chem.rdchem.Mol object at 0x1409c3e20>,2,2,0,0,2,0,0,0,0,10,18.46,129.958834728,38,4,0,2
CC(C)CSCO,1.6,<rdkit.Chem.rdchem.Mol object at 0x1409c3e80>,5,1,0,1,0,0,0,0,0,19,20.23,120.060886004,44,2,1,2
C(F)SOO[O-],0.4,<rdkit.Chem.rdchem.Mol object at 0x1409c3ee0>,1,3,0,1,0,0,1,0,0,8,41.519999999999996,112.97141672391001,38,5,0,4
CC(CO)COO,-0.3,<rdkit.Chem.rdchem.Mol object at 0x1409c3f40>,4,3,0,0,0,0,0,0,0,17,49.69,106.06299418,44,3,2,3
CCCC(CBr)F,2.6,<rdkit.Chem.rdchem.Mol object at 0x1409c3fa0>,5,0,0,0,0,0,1,0,1,17,0.0,167.99499064,44,2,0,0
C([13C@@H]([13CH2]O)O)O,-1.8,<rdkit.Chem.rdchem.Mol object at 0x1409c4040>,3,3,0,0,0,0,0,0,0,14,60.69,94.054053796,38,3,3,3
CNCP(C)C,-0.4,<rdkit.Chem.rdchem.Mol object at 0x1409c40a0>,4,0,1,0,0,1,0,0,0,18,12.03,105.07073601399999,38,2,1,1
C(N)(N)(N)SN,-2.9,<rdkit.Chem.rdchem.Mol object at 0x1409c4100>,1,0,4,1,0,0,0,0,0,14,104.08,108.04696725599999,38,5,4,5
CN(CCCl)Cl,1.2,<rdkit.Chem.rdchem.Mol object at 0x1409c4160>,3,0,1,0,2,0,0,0,0,13,3.24,126.99555458399999,38,3,0,1
C(I)I,2.3,<rdkit.Chem.rdchem.Mol object at 0x1409c41c0>,1,0,0,0,0,0,0,2,0,5,0.0,267.82459606400005,20,2,0,0
CCS(O)(O)O,-0.2,<rdkit.Chem.rdchem.Mol object at 0x1409c4220>,2,3,0,1,0,0,0,0,0,14,60.69,112.019415116,40,4,3,3
CSC(CO)O,-0.3,<rdkit.Chem.rdchem.Mol object at 0x1409c4280>,3,2,0,1,0,0,0,0,0,14,40.46,108.024500496,38,3,2,3
C1[CH]CNCN1,-0.4,<rdkit.Chem.rdchem.Mol object at 0x1409c42e0>,4,0,2,0,0,0,0,0,0,15,24.06,85.07657328799999,35,2,2,2
[2H]C([2H])([2H])C(C([2H])([2H])[2H])P,0.7,<rdkit.Chem.rdchem.Mol object at 0x1409c4340>,3,0,0,0,0,1,0,0,0,13,0.0,82.081847394,26,1,0,0
COS[I-]O,0.9,<rdkit.Chem.rdchem.Mol object at 0x1409c43a0>,1,2,0,1,0,0,0,1,0,9,29.46,206.89822194791,34,4,1,3
C(CF)OCS,0.8,<rdkit.Chem.rdchem.Mol object at 0x1409c4400>,3,1,0,1,0,0,1,0,0,13,9.23,110.020164064,38,3,1,2
CC(C(C)S)[O-],1.8,<rdkit.Chem.rdchem.Mol object at 0x1409c4460>,4,1,0,1,0,0,0,0,0,15,23.06,105.03795948791,38,2,1,2
CC(C)CCNO,1.0,<rdkit.Chem.rdchem.Mol object at 0x1409c44c0>,5,1,1,0,0,0,0,0,0,20,32.26,103.099714036,44,2,2,2
C[C@H]([C@H](Cl)Br)Br,2.9,<rdkit.Chem.rdchem.Mol object at 0x1409c4520>,3,0,0,0,1,0,0,0,2,11,0.0,233.84465204,38,3,0,0
C(CCl)C(O)F,1.0,<rdkit.Chem.rdchem.Mol object at 0x1409c4580>,3,1,0,0,1,0,1,0,0,12,20.23,112.009120712,38,3,1,1
C(=O)C(F)Br,1.0,<rdkit.Chem.rdchem.Mol object at 0x1409c45e0>,2,1,0,0,0,0,1,0,1,7,17.07,139.927305004,30,3,0,1
CC[CH]C(C)C,3.2,<rdkit.Chem.rdchem.Mol object at 0x1409c4640>,6,0,0,0,0,0,0,0,0,19,0.0,85.101725416,37,0,0,0
CCSC(C)P,1.4,<rdkit.Chem.rdchem.Mol object at 0x1409c46a0>,4,0,0,1,0,1,0,0,0,17,0.0,122.03190798199999,38,2,0,1
C(OOO)I,0.4,<rdkit.Chem.rdchem.Mol object at 0x1409c4700>,1,3,0,0,0,0,0,1,0,8,38.69,189.91269195599997,32,4,1,3
C=CI=C,2.3,<rdkit.Chem.rdchem.Mol object at 0x1409c4760>,3,0,0,0,0,0,0,1,0,9,0.0,167.94359816,24,1,0,0
CC[CH]Br,2.1,<rdkit.Chem.rdchem.Mol object at 0x1409c47c0>,3,0,0,0,0,0,0,0,1,10,0.0,120.965287292,25,1,0,0
C(C(CI)Br)O,1.5,<rdkit.Chem.rdchem.Mol object at 0x1409c4820>,3,1,0,0,0,0,0,1,1,12,20.23,263.86467491200017,38,3,1,1
[2H]C1=CSC=N1,0.4,<rdkit.Chem.rdchem.Mol object at 0x1409c4880>,3,0,1,1,0,0,0,0,0,8,12.89,86.004896842,26,2,0,2
C(C(CP)O)O,-1.4,<rdkit.Chem.rdchem.Mol object at 0x1409c48e0>,3,2,0,0,0,1,0,0,0,15,40.46,108.034016158,38,3,2,2
CCCCSPC,1.6,<rdkit.Chem.rdchem.Mol object at 0x1409c4940>,5,0,0,1,0,1,0,0,0,20,0.0,136.047558046,44,2,0,1
C([C]=O)SCl,0.8,<rdkit.Chem.rdchem.Mol object at 0x1409c49a0>,2,1,0,1,1,0,0,0,0,7,17.07,108.951488364,29,3,0,2
C(P)PSSN,-0.2,<rdkit.Chem.rdchem.Mol object at 0x1409c4a00>,1,0,1,2,0,2,0,0,0,13,26.02,158.949514484,38,5,1,3
C(N)SNN,-1.4,<rdkit.Chem.rdchem.Mol object at 0x1409c4a60>,1,0,3,1,0,0,0,0,0,12,64.07,93.03606822399999,32,4,3,4
C(C(CCl)Br)F,2.0,<rdkit.Chem.rdchem.Mol object at 0x1409c4ac0>,3,0,0,0,1,0,1,0,1,11,0.0,173.92471816,38,3,0,0
CC(OCS)Cl,1.6,<rdkit.Chem.rdchem.Mol object at 0x1409c4b20>,3,1,0,1,1,0,0,0,0,13,9.23,125.990613524,38,3,1,2
CCCCC[I-]Cl,4.1,<rdkit.Chem.rdchem.Mol object at 0x1409c4b80>,5,0,0,0,1,0,0,1,0,18,0.0,232.95994961191,46,2,0,0
CCC(CCN)S,0.9,<rdkit.Chem.rdchem.Mol object at 0x1409c4be0>,5,0,1,1,0,0,0,0,0,20,26.02,119.07687041599999,44,2,2,2
C[CH]SS,1.3,<rdkit.Chem.rdchem.Mol object at 0x1409c4c40>,2,0,0,2,0,0,0,0,0,9,0.0,92.98326716,25,2,1,2
C(CSC=O)F,1.0,<rdkit.Chem.rdchem.Mol object at 0x1409c4ca0>,3,1,0,1,0,0,1,0,0,11,17.07,108.004514,36,3,0,2
CSPSN,0.1,<rdkit.Chem.rdchem.Mol object at 0x1409c4d00>,1,0,1,2,0,1,0,0,0,11,26.02,126.967927822,32,4,1,3
CN(C)CC[Cl+]C,0.9,<rdkit.Chem.rdchem.Mol object at 0x1409c4d60>,5,0,1,0,1,0,0,0,0,20,3.24,122.07310351608999,44,2,0,1
C(=S)NSO,0.1,<rdkit.Chem.rdchem.Mol object at 0x1409c4dc0>,1,1,1,2,0,0,0,0,0,8,32.26,108.965605716,30,4,2,3
CSSCC[NH3+],0.0,<rdkit.Chem.rdchem.Mol object at 0x1409c4e20>,3,0,1,2,0,0,0,0,0,16,27.64,124.02491774008999,38,3,1,2
C[CH-]C/C=C\C,2.6,<rdkit.Chem.rdchem.Mol object at 0x1409c4e80>,6,0,0,0,0,0,0,0,0,17,0.0,83.08662393191,36,0,0,0
CCOOP(O)O,-0.6,<rdkit.Chem.rdchem.Mol object at 0x1409c4ee0>,2,4,0,0,0,1,0,0,0,14,58.92,126.008195334,44,5,2,4
C1[CH]COCN1,-0.1,<rdkit.Chem.rdchem.Mol object at 0x1409c4f40>,4,1,1,0,0,0,0,0,0,14,21.259999999999998,86.060588876,35,2,1,2
CN(COC)O,-0.3,<rdkit.Chem.rdchem.Mol object at 0x1409c4fa0>,3,2,1,0,0,0,0,0,0,15,32.7,91.063328528,38,3,1,3
C[C@@H]([CH2])CC(C)C,3.4,<rdkit.Chem.rdchem.Mol object at 0x1409c5000>,7,0,0,0,0,0,0,0,0,22,0.0,99.11737547999999,43,0,0,0
CCN(C)CCO,-0.1,<rdkit.Chem.rdchem.Mol object at 0x1409c5060>,5,1,1,0,0,0,0,0,0,20,23.47,103.099714036,44,2,1,2
CCP(CC)[S-],1.2,<rdkit.Chem.rdchem.Mol object at 0x1409c50c0>,4,0,0,1,0,1,0,0,0,16,0.0,121.02463152991,38,2,0,1
C[CH+]CC[C](N)O,0.5,<rdkit.Chem.rdchem.Mol object at 0x1409c5120>,5,1,1,0,0,0,0,0,0,18,46.25,101.08351539208999,41,2,2,2
CC[CH]C(C)P,1.6,<rdkit.Chem.rdchem.Mol object at 0x1409c5180>,5,0,0,0,0,1,0,0,0,18,0.0,103.06766201399999,37,1,0,0
C[C@H](CCCCl)Cl,2.6,<rdkit.Chem.rdchem.Mol object at 0x1409c51e0>,5,0,0,0,2,0,0,0,0,17,0.0,140.01595568,44,2,0,0
CCOCOBr,1.3,<rdkit.Chem.rdchem.Mol object at 0x1409c5240>,3,2,0,0,0,0,0,0,1,13,18.46,153.962941564,38,3,0,2
C1CSP1S,0.6,<rdkit.Chem.rdchem.Mol object at 0x1409c52a0>,2,0,0,2,0,1,0,0,0,10,0.0,123.95702879,30,3,1,2
CSCSCSC,2.4,<rdkit.Chem.rdchem.Mol object at 0x1409c5300>,4,0,0,3,0,0,0,0,0,17,0.0,153.99446332,44,3,0,3
CN(N)Cl,-0.1,<rdkit.Chem.rdchem.Mol object at 0x1409c5360>,1,0,2,0,1,0,0,0,0,9,29.259999999999998,80.01412583999999,26,3,1,2
C[C@H](CCOC)N,-0.1,<rdkit.Chem.rdchem.Mol object at 0x1409c53c0>,5,1,1,0,0,0,0,0,0,20,35.25,103.099714036,44,2,1,2
[3H]N1CCNCC1,-1.5,<rdkit.Chem.rdchem.Mol object at 0x1409c5420>,4,0,2,0,0,0,0,0,0,16,24.06,88.09262256599999,36,2,2,2
C[CH]CCCOOC,1.9,<rdkit.Chem.rdchem.Mol object at 0x1409c5480>,6,2,0,0,0,0,0,0,0,21,18.46,117.091554656,49,2,0,2
C(C(O)ON)O,-1.9,<rdkit.Chem.rdchem.Mol object at 0x1409c54e0>,2,3,1,0,0,0,0,0,0,13,75.71000000000001,93.042593084,38,4,3,4
C([C@H](CS)N)O,-1.0,<rdkit.Chem.rdchem.Mol object at 0x1409c5540>,3,1,1,1,0,0,0,0,0,15,46.25,107.040484908,38,3,3,3
[2H]C(=C)I,1.7,<rdkit.Chem.rdchem.Mol object at 0x1409c55a0>,2,0,0,0,0,0,0,1,0,6,0.0,154.934224842,18,1,0,0
C=NCCCCl,2.3,<rdkit.Chem.rdchem.Mol object at 0x1409c5600>,4,0,1,0,1,0,0,0,0,14,12.36,105.03452693599999,36,2,0,1
CCCSSO,1.3,<rdkit.Chem.rdchem.Mol object at 0x1409c5660>,3,1,0,2,0,0,0,0,0,14,20.23,124.001656876,38,3,1,3
[CH2]CC(F)(F)F,2.2,<rdkit.Chem.rdchem.Mol object at 0x1409c56c0>,3,0,0,0,0,0,3,0,0,10,0.0,97.026509788,37,3,0,0
C[C@@H](C(F)F)F,1.9,<rdkit.Chem.rdchem.Mol object at 0x1409c5720>,3,0,0,0,0,0,3,0,0,11,0.0,98.03433482,38,3,0,0
COCCP,-0.2,<rdkit.Chem.rdchem.Mol object at 0x1409c5780>,3,1,0,0,0,1,0,0,0,14,9.23,92.039101538,32,2,0,1
CC(C)([CH2-])CO,1.3,<rdkit.Chem.rdchem.Mol object at 0x1409c57e0>,5,1,0,0,0,0,0,0,0,17,20.23,87.08153855191,38,1,1,1
CCC[C@@H](O)Br,1.7,<rdkit.Chem.rdchem.Mol object at 0x1409c5840>,4,1,0,0,0,0,0,0,1,15,20.23,151.983677008,38,2,1,1
CC(P(C)C)S,0.8,<rdkit.Chem.rdchem.Mol object at 0x1409c58a0>,4,0,0,1,0,1,0,0,0,17,0.0,122.03190798199999,38,2,1,1
CCCCC[C-]=C,4.0,<rdkit.Chem.rdchem.Mol object at 0x1409c5900>,7,0,0,0,0,0,0,0,0,20,0.0,97.10227399591,42,0,0,0
C(CF)[C@@H](O)Cl,1.0,<rdkit.Chem.rdchem.Mol object at 0x1409c5960>,3,1,0,0,1,0,1,0,0,12,20.23,112.009120712,38,3,1,1
CN(C)C(N)N,-1.4,<rdkit.Chem.rdchem.Mol object at 0x1409c59c0>,3,0,3,0,0,0,0,0,0,17,55.28,89.09529735199999,38,3,2,3
C(C[NH3+])CNCC[NH3+],-1.7,<rdkit.Chem.rdchem.Mol object at 0x1409c5a20>,5,0,3,0,0,0,0,0,0,25,67.31,119.14115038417998,50,3,3,1
[CH2-]C([CH2+])CCCN,1.3,<rdkit.Chem.rdchem.Mol object at 0x1409c5a80>,6,0,1,0,0,0,0,0,0,20,26.02,99.10479941599999,42,1,1,1
CC1SS1,1.2,<rdkit.Chem.rdchem.Mol object at 0x1409c5ae0>,2,0,0,2,0,0,0,0,0,8,0.0,91.975442128,24,2,0,2
CI(S)I,2.7,<rdkit.Chem.rdchem.Mol object at 0x1409c5b40>,1,0,0,1,0,0,0,2,0,8,0.0,301.81231712800013,28,3,1,1
CCC([CH2])OCC,1.8,<rdkit.Chem.rdchem.Mol object at 0x1409c5ba0>,6,1,0,0,0,0,0,0,0,20,9.23,101.096640036,43,1,0,1
CCOCC[NH-],-0.5,<rdkit.Chem.rdchem.Mol object at 0x1409c5c00>,4,1,1,0,0,0,0,0,0,16,33.03,88.07678751991,38,2,0,1
CN(C)[S+](F)F,2.2,<rdkit.Chem.rdchem.Mol object at 0x1409c5c60>,2,0,1,1,0,0,2,0,0,12,3.24,114.01835305208999,38,4,0,1
CCCC[C@@H](C)Cl,3.0,<rdkit.Chem.rdchem.Mol object at 0x1409c5cc0>,6,0,0,0,1,0,0,0,0,20,0.0,120.07057809599999,44,1,0,0
CNNCCCN,-1.0,<rdkit.Chem.rdchem.Mol object at 0x1409c5d20>,4,0,3,0,0,0,0,0,0,20,50.08,103.11094741599999,44,3,3,3
C([CH]CBr)Br,2.4,<rdkit.Chem.rdchem.Mol object at 0x1409c5d80>,3,0,0,0,0,0,0,0,2,10,0.0,198.87579936,31,2,0,0
C[N-]CCSC,0.4,<rdkit.Chem.rdchem.Mol object at 0x1409c5de0>,4,0,1,1,0,0,0,0,0,16,14.100000000000001,104.05394389991,38,2,0,1
[2H]C(CC)C([2H])(C([2H])([2H])C([2H])([2H])[2H])O,1.7,<rdkit.Chem.rdchem.Mol object at 0x1409c5e40>,6,1,0,0,0,0,0,0,0,21,20.23,109.14840228999998,44,1,1,1
CC(CCCBr)F,2.5,<rdkit.Chem.rdchem.Mol object at 0x1409c5ea0>,5,0,0,0,0,0,1,0,1,17,0.0,167.99499064,44,2,0,0
[CH2+]CCS[O-],0.8,<rdkit.Chem.rdchem.Mol object at 0x1409c5f00>,3,1,0,1,0,0,0,0,0,11,23.06,90.013935812,30,2,0,2
CP(C)CCCO,-0.4,<rdkit.Chem.rdchem.Mol object at 0x1409c5f60>,5,1,0,0,0,1,0,0,0,20,20.23,120.070401666,44,2,1,1
C1CCC(C1)[O-],1.9,<rdkit.Chem.rdchem.Mol object at 0x1409c5fc0>,5,1,0,0,0,0,0,0,0,15,23.06,85.06588848791,36,1,0,1
CCONCNC,-0.1,<rdkit.Chem.rdchem.Mol object at 0x1409c6020>,4,1,2,0,0,0,0,0,0,19,33.29,104.094963004,44,3,2,3
CP(CO)CO,-1.2,<rdkit.Chem.rdchem.Mol object at 0x1409c6080>,3,2,0,0,0,1,0,0,0,15,40.46,108.034016158,38,3,2,2
CNSS,0.7,<rdkit.Chem.rdchem.Mol object at 0x1409c60e0>,1,0,1,2,0,0,0,0,0,9,12.03,94.98634116,26,3,2,3
CON(CO)OC,-0.2,<rdkit.Chem.rdchem.Mol object at 0x1409c6140>,3,3,1,0,0,0,0,0,0,16,41.93000000000001,107.058243148,44,4,1,4
C(CCCl)CO,0.8,<rdkit.Chem.rdchem.Mol object at 0x1409c61a0>,4,1,0,0,1,0,0,0,0,15,20.23,108.034192588,38,2,1,1
C(=O)C(I)I,1.2,<rdkit.Chem.rdchem.Mol object at 0x1409c6200>,2,1,0,0,0,0,0,2,0,7,17.07,295.8195106840001,30,3,0,1
C=CNCCN,-0.1,<rdkit.Chem.rdchem.Mol object at 0x1409c6260>,4,0,2,0,0,0,0,0,0,16,38.05,86.08439831999999,36,2,2,2
[2H]C([2H])(CCCCBr)C([2H])([2H])Br,3.2,<rdkit.Chem.rdchem.Mol object at 0x1409c62c0>,6,0,0,0,0,0,0,0,2,20,0.0,245.955681568,50,2,0,0
CCCC(NC)O,0.5,<rdkit.Chem.rdchem.Mol object at 0x1409c6320>,5,1,1,0,0,0,0,0,0,20,32.26,103.099714036,44,2,2,2
CCCCP(F)F,2.3,<rdkit.Chem.rdchem.Mol object at 0x1409c6380>,4,0,0,0,0,1,2,0,0,16,0.0,126.040993358,44,3,0,0
